time,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
1.80551,-0.0100459,0.00295659,1.50466,0.0236702,0.00399883,0.00237454,0.999709,0.0473269,0.00810783,0.00455855
1.81557,-0.010129,0.00280854,1.50481,0.0236914,0.00400102,0.00238627,0.999708,0.0473692,0.00811287,0.00458174
1.82552,-0.0102295,0.00263002,1.50498,0.0237017,0.00400408,0.00240284,0.999708,0.0473896,0.00811981,0.00461465
1.83553,-0.0103418,0.00242287,1.50518,0.023707,0.00400739,0.00241921,0.999708,0.0474001,0.00812724,0.00464717
1.84553,-0.010464,0.00219582,1.50537,0.0236767,0.00400974,0.00244092,0.999709,0.0473392,0.00813283,0.00469072
1.85561,-0.0105894,0.0019639,1.50557,0.0236483,0.00400296,0.00246391,0.999709,0.0472824,0.00812022,0.00473724
1.86557,-0.0107146,0.00173296,1.50576,0.023619,0.0039928,0.00248902,0.99971,0.0472235,0.00810094,0.00478816
1.87566,-0.0108395,0.00150564,1.50592,0.023578,0.00399045,0.00251307,0.999711,0.0471413,0.00809719,0.00483668
1.88563,-0.0109938,0.00126024,1.50605,0.0234949,0.00401517,0.00256133,0.999713,0.0469745,0.00814847,0.0049327
1.89564,-0.0111205,0.00103686,1.50616,0.0234,0.00406345,0.00259082,0.999715,0.0467843,0.00824592,0.00499018
1.90552,-0.0112364,0.000816493,1.50625,0.0232632,0.00413787,0.00261347,0.999717,0.0465101,0.0083951,0.00503313
1.91548,-0.0113242,0.000629404,1.50634,0.0231198,0.0042559,0.00260378,0.99972,0.0462226,0.00862993,0.00500952
1.92555,-0.011416,0.000449532,1.5064,0.0229445,0.00441088,0.00258624,0.999724,0.0458714,0.00893812,0.00496886
1.93558,-0.0115108,0.000278448,1.50641,0.0227497,0.00458471,0.00256324,0.999727,0.0454811,0.00928368,0.00491671
1.94553,-0.011602,0.000109106,1.5064,0.0225489,0.00476613,0.00253833,0.999731,0.0450789,0.00964431,0.0048606
1.95551,-0.01167,-6.47518e-05,1.50639,0.0223417,0.00490545,0.00252471,0.999735,0.0446638,0.00992128,0.00482915
1.96542,-0.0117597,-0.000242921,1.50632,0.0220927,0.00506108,0.00252955,0.99974,0.0441649,0.0102315,0.00483443
1.97555,-0.011836,-0.000408619,1.50624,0.0218318,0.00522059,0.00253156,0.999745,0.0436423,0.0105492,0.00483416
1.98551,-0.0118964,-0.000561088,1.50614,0.0215558,0.0053859,0.00253309,0.99975,0.0430894,0.0108785,0.00483302
1.99545,-0.0119499,-0.000695015,1.50603,0.0212595,0.00555844,0.00253653,0.999755,0.0424958,0.0112223,0.00483581
2.00552,-0.0119893,-0.000809518,1.50591,0.020947,0.00572869,0.00254138,0.999761,0.0418698,0.0115614,0.00484189
2.01561,-0.0120087,-0.000898095,1.50578,0.020638,0.00590735,0.00253385,0.999766,0.0412511,0.0119168,0.00482304
2.02554,-0.0120148,-0.000965393,1.50566,0.0203626,0.00607879,0.00251869,0.999771,0.0406996,0.0122577,0.00478904
2.0355,-0.0120178,-0.00102377,1.50553,0.0200948,0.00624893,0.00250405,0.999775,0.0401632,0.012596,0.00475623
2.0455,-0.0120138,-0.00107278,1.50541,0.0198376,0.00641435,0.00249023,0.99978,0.0396482,0.012925,0.00472528
2.05552,-0.0120027,-0.0011126,1.50528,0.0195922,0.0065783,0.00247401,0.999783,0.0391569,0.0132511,0.00468961
2.06547,-0.0119779,-0.00115159,1.50515,0.0193804,0.00673901,0.00245623,0.999786,0.0387327,0.0135708,0.00465064
2.07552,-0.0119531,-0.00115996,1.50505,0.0191787,0.00688094,0.0024461,0.999789,0.0383286,0.0138532,0.00462769
2.0855,-0.0119262,-0.0011549,1.50495,0.0189956,0.00701431,0.00244273,0.999792,0.037962,0.014119,0.00461844
